대분류,파일명,컬럼명,같은 대분류 평균 유사도,다른 대분류 평균 유사도,유사도 차이
농업농촌,3_전국배수펌프장표준데이터.csv,경도,0.9302449022599992,0.6011110151897336,0.3291338870702656
농업농촌,3_전국배수펌프장표준데이터.csv,설치년도,0.9367145352909566,0.6238993877896863,0.31281514750127026
농업농촌,3_전국배수펌프장표준데이터.csv,위도,0.9242200830693234,0.618246137968275,0.30597394510104836
농업농촌,3_전국배수펌프장표준데이터.csv,제공기관코드,0.9243684505055662,0.6482691663807234,0.27609928412484275
문화관광,2_전국관광지정보표준데이터.csv,위도,0.5437678617305299,0.4670893824674605,0.07667847926306942
문화관광,2_전국관광지정보표준데이터.csv,경도,0.543693401960259,0.46898553912483587,0.07470786283542308
문화관광,2_전국관광지정보표준데이터.csv,수용인원수,0.08839644099468671,0.2607021968874926,-0.17230575589280586
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,어제 점심식사 후 칫솔질 실천율,0.5776885099922732,0.5059556734158431,0.07173283657643004
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,비만율(자가보고),0.5819645182614792,0.5102615740350133,0.07170294422646595
보건의료,111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,보건관리대행(명),0.5798164826626042,0.5091054592904433,0.07071102337216095
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,개설연도,0.5987157690631378,0.5289917393567573,0.06972402970638059
보건의료,117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,진료년도,0.5789389157115997,0.5101091980653981,0.0688297176462016
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,회차,0.17472242285072923,0.10655910522083861,0.06816331762989061
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,연도,0.17472212888410793,0.10655887422563474,0.06816325465847319
보건의료,5-1_시군구지역코드.csv,시도지역코드,0.6290951555973074,0.5615158680311547,0.06757928756615272
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,연도,0.15374289795816382,0.09002241659338057,0.06372048136478324
보건의료,111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,특수검진(명),0.6408723322215517,0.5775280412813925,0.06334429094015925
보건의료,111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,작업환경측정(개소),0.6434629185360644,0.5807480797085685,0.06271483882749596
보건의료,5-3_진료정보_감기_시군구.csv,시군구지역코드,0.6099846523245998,0.5481633660183834,0.061821286306216305
보건의료,5-5_진료정보_눈병_시군구.csv,시군구지역코드,0.6099846523245998,0.5481633660183834,0.061821286306216305
보건의료,5-7_진료정보_천식_시군구.csv,시군구지역코드,0.6099846523245998,0.5481633660183834,0.061821286306216305
보건의료,5-9_진료정보_피부염_시군구.csv,시군구지역코드,0.6099846523245996,0.5481633660183834,0.061821286306216194
보건의료,119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,지표연도,0.6630114864888619,0.6054235299302343,0.057587956558627584
보건의료,120_국민건강보험공단_고혈압의료이용률_20221231.CSV,지표연도,0.6630114864888619,0.6054235299302343,0.057587956558627584
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,진료년도,0.6646883980485602,0.6077455935149961,0.05694280453356404
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,고혈압 진단 경험자(30세 이상)의 치료율,0.6592615662251062,0.6025817642427355,0.05667980198237077
보건의료,5-1_시군구지역코드.csv,시군구지역코드,0.6023515160770918,0.5471421022044616,0.05520941387263023
보건의료,114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,진료년도,0.08610059945785006,0.03172097252447812,0.05437962693337194
보건의료,118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,진료년도,0.08889970680764069,0.03527255019657122,0.05362715661106947
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,연령대,0.08389642511211509,0.030280010112847897,0.0536164149992672
보건의료,111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,일반검진(명),0.6651103422083997,0.6130327336325547,0.05207760857584498
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,당뇨병 진단 경함자(30세 이상)의 치료율,0.6670572370049365,0.6159325937590705,0.051124643245865964
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,실지급액(건강보험),0.29278184780447863,0.24263898795174324,0.050142859852735394
보건의료,101_국립암센터_24개종 암발생률_20231228.csv,발생연도,0.6737880116842808,0.6242441077846458,0.04954390389963503
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,청구액(건강보험),0.2870431730770024,0.23759496310331538,0.04944820997368701
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,걷기 실천율,0.6690486419322061,0.6200543144490511,0.04899432748315502
보건의료,106_국립암센터_24개종 암 유병률_20231228.csv,기준연도,0.6735540136260465,0.6250009908995035,0.04855302272654305
보건의료,103_전라남도_장애인센터현황_20240909.csv,우편번호,0.6651043984378687,0.6165838205090626,0.04852057792880615
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,건강생활신청율,0.6710916402931307,0.6251014723214949,0.0459901679716358
보건의료,111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,년도,0.671173636083672,0.6254253189053234,0.045748317178348596
보건의료,86_보건복지부_시도별 암 발생자 분포_20201231.csv,연도,0.672689991921891,0.6273787694608647,0.04531122246102637
보건의료,97_보건복지부_시도별 암 발생자 분포_20201231.csv,연도,0.672689991921891,0.6273787694608647,0.04531122246102637
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,년도,0.6723043204214706,0.627370013583211,0.04493430683825961
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,월간음주율,0.6717590790604765,0.6271938606696615,0.044565218390814954
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,기준연도,0.6718564982349169,0.6274680325398039,0.04438846569511301
보건의료,109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,우편번호,0.6710557262932815,0.6274611513401331,0.043594574953148335
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,고혈압 진단 경험률(30세 이상),0.6722618097413815,0.6293647136308216,0.04289709611055992
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,연간 체중조절 시도율,0.6722564417704837,0.6306901782630623,0.04156626350742143
보건의료,111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,채용신검(명),0.6728120861767554,0.6326413092981948,0.04017077687856052
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,요양급여비용총액,0.12630271336579985,0.088731836780298,0.037570876585501845
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,보험자부담금,0.12813629200928975,0.0909024992469142,0.03723379276237555
보건의료,119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,지표값(퍼센트),0.658289080332114,0.6213183724845878,0.03697070784752621
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,건수(건강보험),0.672571188678979,0.6409417040201025,0.031629484658876494
보건의료,120_국민건강보험공단_고혈압의료이용률_20221231.CSV,지표값(퍼센트),0.6553928407765844,0.6246176555860756,0.030775185190508814
